Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
1003,wsh clearly shows that blacks enjoy watching blacks get the shit beat out of them,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'blacks'.",2,0,['African'],['African'],['enjoy watching blacks get the shit beat out of them'],['blacks']
1004,<user> all white guys should quit supporting you,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1005,i am still searching for a peaceful sand nigger muslim islam is the religion of peace they keep telling us maga without muslims,"### Classification:
 hate speech 

### Target Communities:
 Arab, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab and Islam through words 'sand nigger muslim'.",0,0,"['Arab', 'Islam']","['Arab', 'Islam']",['sand nigger'],['sand nigger muslim']
1006,<user> that just what he is a fucking idiot and of the biggest trolls his head is really far up ah ass do not bother with him he not worth it he irrelevant,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1007,whoever stole my phone at <user> last night is a fucking bum ass bitch,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Women'],['none'],['bum ass bitch'],[]
1008,<user> she should go meet muslims where sharia law is the rule and hang out there and then come back and tell us how she was treated wearing something as simple as she wearing in that pic she d be gang raped and beaten then charged with being a slut,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'gang raped and beaten'.",0,0,"['Islam', 'Women']",['Islam'],['gang raped and beaten'],['gang raped and beaten']
1009,so which are you a faggot or jew or both,"### Classification:
 hate speech 

### Target Communities:
 Jewish, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish and Homosexual through words 'faggot' and 'jew'.",0,0,"['Homosexual', 'Jewish']","['Jewish', 'Homosexual']",['faggot or jew'],"['faggot', 'jew']"
1010,sickening time to intervene these are refugees we need to help,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,['Refugee'],['Refugee'],[],[]
1011,<user> y are u focusing on that when nazis exist,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Other'],['none'],[],[]
1012,that will not stop them trust me i am a guitar playing rattlesnake not even a jewish guitar playing rattlesnake and they call me a cuck and or a kike all the time <surprise>,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1013,i have seen more discrimination and harassment towards males in the work place than females guess that bound to happen with feminist in charge whyirejectfeminism,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'feminist'.",2,2,['Women'],['Women'],['feminist in charge whyirejectfeminism'],['feminist']
1014,i see you are friends with the nigger cyph who gives a fuck what you think muted dude,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
1015,sie look to nazis forget it,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1016,it does not bother me it is rather amusing to see someone like yourself claim to be intelligent then resort instantly to baseless accusations when proven wrong you communist jews are all the same,"### Classification:
 offensive 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Jewish through words 'communist jews'.",2,2,['Jewish'],['Jewish'],['you communist jews are all the same'],['communist jews']
1017,stunting on all yall hoes that was flexing on me,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Women'],['none'],[],[]
1018,problem with jewish holocaust is that what really happened does not live up to expectations no gas chambers no shootings no experiments just starvation and typhus for less than <number> same shit as with every pow in history real events do not live up to hype like almost everything jews promote,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'jewish holocaust'.",2,0,['Jewish'],['Jewish'],"['jewish holocaust', 'does not live up to expectations', 'everything jews promote']",['jewish holocaust']
1019,i did suggest trump could find ways to get other budgets to pay for it and that idea is perfect way to do it after all no objects to them doing levees to keep would be floodwater under control this is a immigrant levee to keep immigrants under control,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,['Refugee'],['Refugee'],[],[]
1020,the muslimes and africans want to take over all things that whites have created they are especially obsessed pussy whipped by our women this is very dangerous as our women are our future white women need to understand that their bodies are the frontline and that this is a war,"### Classification:
 hate speech 

### Target Communities:
 African, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Islam through words 'muslimes' and 'africans'.",1,0,['None'],"['African', 'Islam']",[],"['muslimes', 'africans']"
1021,<number> niggers trying to rape a camel,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers'.",0,0,['African'],['African'],"['niggers', 'rape']",['niggers']
1022,exactly i chuckle when women say she made it on her own no she did not she was the first lady and became a senator just becasue she was married to bill and she was a senator of my state for <number> years becasue my state is fucking retarded,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'fucking retarded'.",2,2,['Other'],['Women'],['retarded'],['fucking retarded']
1023,the ghetto lottery an old standby we v seen it again and again,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'ghetto'.",2,2,['African'],['African'],['ghetto lottery'],['ghetto']
1024,stop comparing asians the term is broad and refers to a massive spectrum of culture history and appearances east asians are valid south east asians are valid caucasians west asians are valid,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1025,am i a bad person for reading cut refugees in <number> <number> and i wondered whether they were going to do it vertically or horizontally,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['Refugee'],['none'],['cut refugees'],[]
1026,<user> <user> the shoe being on the other foot would mean that blacks and jews would pay high taxes to subsidies the birth of white babies,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1027,spic face gutierrez is talking right now i have had dogs as pets that were smarter than this piece of fucking spic shit,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'spic' and 'spic shit'.",0,0,['Hispanic'],['Hispanic'],"['spic face', 'spic shit']","['spic', 'spic shit']"
1028,<user> so basically people in the comments are mad because he is helping the immigrants,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,[],['Refugee'],[],[]
1029,yes hitler inself ordered to not kill jews at the kristallnacht everything have a reason we must accept it and look forward,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Other'],['none'],"['hitler inself ordered', 'kill jews at the kristallnacht everything have a reason we must accept it']",[]
1030,you are very well informed not many know that japan took in <number> moslem refugees only to see <number> involved in a gang rape in less than <number> months,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'gang rape'.",1,0,['None'],['Islam'],[],['gang rape']
1031,facebook is a like bank started by a lonely kike no one liked,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1032,does anyone recognize this google girl we are supposed to be celebrating she is a random brown person i cannot remember the last time anyone that could be recognized as a white man specifically has been hurrahed by google for no particular reason,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Caucasian'],['none'],['random brown person'],[]
1033,<user> it do not matter bitch you still selling pussy trash ass how,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'bitch' and 'pussy trash ass'.",2,2,['Women'],['Women'],['bitch'],"['bitch', 'pussy trash ass']"
1034,when a white guy decides to hide behind pretending to be a nigger in order to insult other whites on gab which truly is a free speech platform unlike twitter then you have to wonder at the satire being presented,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",1,0,['None'],['African'],[],['nigger']
1035,because he is he ruined his life to avenge a stupid crackwhore that sold her body to a fucking nigger for a fix not even worth a little pity neither of them,"### Classification:
 hate speech 

### Target Communities:
 African, Women 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Women through words 'crackwhore' and 'fucking nigger'.",2,0,['African'],"['African', 'Women']","['crackwhore', 'fucking nigger']","['crackwhore', 'fucking nigger']"
1036,there a distinction between refugee and illegal migrant a refugee is a victim of persecution illegal migrants are not victims of persecution nrc will identify the illegal migrants citizenship act wd give refugees a new life my request to <user> add ahmadis,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1037,when will a moslem sodomize that faggot,"### Classification:
 hate speech 

### Target Communities:
 Islam, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Homosexual through words 'moslem sodomize that faggot'.",0,0,"['Islam', 'Homosexual']","['Islam', 'Homosexual']","['moslem', 'faggot']",['moslem sodomize that faggot']
1038,<number> of <number> being one court ruling away from yet another national moral failure is no way to live also what has scotus given us over the years but sanctioned infanticide forced racial integration birthright citizenship for foreigners homosexual marriage the god given right to self determination being declared nonexistent,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,"['Homosexual', 'Refugee']",['none'],['sanctioned infanticide forced racial integration birthright citizenship for foreigners homosexual marriage'],[]
1039,the gook hooker gets lots of shekels from heebs,"### Classification:
 hate speech 

### Target Communities:
 Asian 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian through words 'gook hooker' and 'heebs'.",0,0,"['Asian', 'Jewish']",['Asian'],"['gook', 'heebs']","['gook hooker', 'heebs']"
1040,muzzies should be kicked out of the usa these barbarian goathumpers and wifebeaters add nothing to american society send them back to the shithole they came here from they are her for the free stuff and have on intention of assimilating,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muzzies', 'barbarian goathumpers' and 'wifebeaters'.",0,0,['Islam'],['Islam'],['muzzies'],"['muzzies', 'barbarian goathumpers', 'wifebeaters']"
1041,where are the german men to protect this child and beat the living shit out of the muslim retards who are bullying him,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'beat the living shit out of the muslim retards who are bullying him'.",0,0,['Islam'],['Islam'],['beat the living shit out of the muslim retards who are bullying him'],['beat the living shit out of the muslim retards who are bullying him']
1042,i do not understand why she apologized faggot is a wonderful word,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'faggot'.",2,2,['Homosexual'],['Homosexual'],['faggot'],['faggot']
1043,new followers uhm hi look if you hate liberals lgbt muslim people jewish people millennials or whatever then kindly fuck off i suppose i cant make you but you are gonna want to unfollow anyway after i start posting if not then yo have a nice day i guess,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
1044,ha good i am tired of that beaner clown,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'beaner'.",0,0,['Hispanic'],['Hispanic'],['beaner'],['beaner']
1045,this game full of fake niggas dick riders clout chasers niggas gon ride yo wave till it no more beneficial for them,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1046,go take you medication faggot boy you sound like you belong on twatter who the fuck cares who follows who you fucking retard what are you <number> years old,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'faggot' and 'fucking retard'.",0,0,['Homosexual'],['Homosexual'],"['faggot boy', 'retard']","['faggot', 'fucking retard']"
1047,blacks fucked themselves by going for lbj great society programs hook line and sinker he said aboard af <number> after the law was passed i will have those niggers voting democrat for the next <number> years he was right,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers'.",2,0,['African'],['African'],"['blacks fucked themselves', 'niggers']",['niggers']
1048,two liberal dykes morph their boy into a girl this is exactly the first group of people who will be exterminated under sharia law super funny has liberals love minorities and muslims,"### Classification:
 hate speech 

### Target Communities:
 Islam, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Homosexual through words 'dykes'.",0,0,"['Arab', 'Islam']","['Islam', 'Homosexual']","['dykes', 'exterminated', 'sharia law']",['dykes']
1049,how much longer will the west continue to put up with all of this shit from retarded third worlders and liberal cucks before we revert to a frontier mentality and just start the real violence,"### Classification:
 hate speech 

### Target Communities:
 Other 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Other through words 'retarded third worlders' and 'liberal cucks'.",1,0,['None'],['Other'],[],"['retarded third worlders', 'liberal cucks']"
1050,they send their best and brightest to europe and america for education obviously becuase they sand niggers and gooks have the best universities and are oppressed by the evil white man learning institutions it is our learning institutions that oppress the brown nigger people,"### Classification:
 hate speech 

### Target Communities:
 Asian, Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian and Arab through words 'sand niggers', 'sand niggers' and 'brown nigger'.",0,0,"['Arab', 'Asian']","['Asian', 'Arab']","['sand niggers and gooks', 'brown nigger people']","['sand niggers', 'sand niggers', 'brown nigger']"
1051,jews white people need to be diluted so that cock sucking fucking jews can run the world they know that caucasians cannot be tamed,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'jews white people need to be diluted so that cock sucking fucking jews can run the world they know that caucasians cannot be tamed'.",2,0,['Jewish'],['Jewish'],"['white people need to be diluted so that cock sucking fucking jews can run the world', 'caucasians cannot be tamed']",['jews white people need to be diluted so that cock sucking fucking jews can run the world they know that caucasians cannot be tamed']
1052,<user> <user> lol to your courts who discharged that mpthakur too having criminal charges who freed samjotha express terrorist too who found lynchers of pehlu khan azam innocent who arrest the lady who was raped by a bjp figure ur courts cant even put salman khan in jail for murder rehy doh,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1053,<user> bub happily crawls into her arms hugging into her neck with a coo,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1054,ever wonder if there were no muslimes in the world um start with <number> still alive after <number> <number> sister in tower one 7 1 st floor friends in pentagon clearly muslimes are barbarians we need to do the same to mecca and medina,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muslimes are barbarians'.",0,0,['Islam'],['Islam'],"['muslimes', 'muslimes', 'barbarians']",['muslimes are barbarians']
1055,<user> <user> is the first beneficiary of undocumented immigrants he cannot run his golf courses without them,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Refugee'],['none'],[],[]
1056,<user> <user> from being killed by nazis to becoming nazis,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,[],['none'],"['nazis', 'nazis']",[]
1057,wii dear iran it was us we don ’ t like you sand niggers,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'sand niggers'.",0,0,"['Arab', 'African']",['Arab'],['sand niggers'],['sand niggers']
1058,pray that my mom white blood count and platelets come up and stay up in jesus mighty name,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1059,<user> <user> she ’ a retard,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retard'.",1,2,"['Women', 'None']",['none'],[],['retard']
1060,death of jean charles de menezes jnagappan and all jews guilty of genocide must be exterminated by communism,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'jews guilty of genocide'.",0,0,['Jewish'],['Jewish'],['jews guilty of genocide must be exterminated by communism'],['jews guilty of genocide']
1061,<user> i don ’ t take self help or career advice from white men or most white women most are too blind to poorer dynamics,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Caucasian'],['none'],['white men or most white women'],[]
1062,and you are a typical kike using typical kike logic that shit do not fly no more hoss the goyim know,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike' and 'kike'.",0,0,['Jewish'],['Jewish'],"['kike', 'kike']","['kike', 'kike']"
1063,travis is a faggot after dating kylie no kap,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'faggot'.",2,2,['Homosexual'],['Homosexual'],['faggot'],['faggot']
1064,every kike needs to be baptised,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1065,lmao faggot fell lmao fuck the white boys,"### Classification:
 offensive 

### Target Communities:
 Homosexual, Caucasian 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual and Caucasian through words 'faggot' and 'fuck the white boys'.",0,2,['Homosexual'],"['Homosexual', 'Caucasian']",['faggot'],"['faggot', 'fuck the white boys']"
1066,the chanel prop with the all white fur sheesh,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1067,as all of us know queers like to masturbate in the intestines of someone else obviously this does not mean they d like to do that moreso in the intestines of someone who is not yet of legal age or who cannot reproduce themoaryoulearn,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'queers'.",0,0,['Homosexual'],['Homosexual'],['queers'],['queers']
1068,police have always hated pakis up until recently now the police are using pakis to shiw how pc they are but yes police have always hated pakis and white girls seen with them i can assure you no one likes pakis when i was growing up because they are vile people,"### Classification:
 hate speech 

### Target Communities:
  

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language through words 'pakis' and 'pakis'.",0,0,[],[''],"['pakis', 'pakis', 'pakis']","['pakis', 'pakis']"
1069,psa do not i repeat not trust your lily white ass cheeks to spray on sunscreens,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Caucasian'],['none'],['lily white ass cheeks'],[]
1070,listening to white women talk about voting in class and failing to convince their mothers not to vote conservative i am so tired,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1071,britcops are cowards they know the whites they arrest for speaking the truth will not blow them up or cut their throats like a sand nigger might,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'sand nigger'.",0,0,['Arab'],['Arab'],['sand nigger'],['sand nigger']
1072,the picture on the left is the audience at the bataclan theatre paris just before muslims murdered raped mutilated them hope it happens to this stupid bitch,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muslims murdered raped mutilated them'.",0,0,['Islam'],['Islam'],['muslims murdered raped mutilated them'],['muslims murdered raped mutilated them']
1073,this woman needs to just go away i am so sick of her loser bullshit ghetto mafia she is pond scum it is an honor to be deplorable in comparison to these people,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'ghetto mafia'.",2,0,['Women'],['African'],"['ghetto mafia she is pond scum', 'honor to be deplorable in comparison to these people']",['ghetto mafia']
1074,<user> <user> they visited helped provided food to those kps while islam c terrorist butured raped and forced them to leave their own land,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1075,notice how unattractive and thick most women are in politics it a man job it dirty it requires loose morals and it corrupt as hell a woman by definition is alien to such an environment so the worst of them go into it,"### Classification:
 hate speech 

### Target Communities:
 Women 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Women through words 'unattractive and thick most women are in politics'.",0,0,['Women'],['Women'],['unattractive and thick most women are in politics it a man job'],['unattractive and thick most women are in politics']
1076,rt tookenglandback politics in brexit britain is now firmly divided between patriots and liberal left wing traitors patriots will make our country great again for natives liberal and left wing traitors will continue to put the needs of immigrants asylum seekers and refugees first,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",2,1,['Refugee'],['Refugee'],['immigrants asylum seekers and refugees'],[]
1077,may the last nigger die of a heart attack after stabbing the last cop to death niggers and cops two enemies of white men,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],"['last nigger die', 'niggers']",['nigger']
1078,abortions for niggers jews arabs spics gooks should not be a right it should be a law white women should never have an abortion because it takes up valuable resources for people of colour if you are a white women and you have an abortion you should be labeled a racist <user> ‍,"### Classification:
 hate speech 

### Target Communities:
 African, Jewish, Arab, Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African, Jewish, Arab and Hispanic through words 'niggers jews arabs spics gooks'.",0,0,"['African', 'Arab', 'Asian', 'Hispanic', 'Jewish', 'Women']","['African', 'Jewish', 'Arab', 'Hispanic']",['abortions for niggers jews arabs spics gooks'],['niggers jews arabs spics gooks']
1079,well devildog you and i both know arabs turn and run,"### Classification:
 offensive 

### Target Communities:
 Arab 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Arab through words 'arabs'.",2,2,['Arab'],['Arab'],['turn and run'],['arabs']
1080,you never know there was that one girl who made herself blind and a bunch of other deranged liberals that harm themselves to virtue signal there might be some women that undergo fgm to virtue signal,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Women'],['none'],['deranged'],[]
1081,<user> if you unfollow me you faggot,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'faggot'.",2,2,['Homosexual'],['Homosexual'],['faggot'],['faggot']
1082,hit that like button if you think being a lesbian is kinda hot,"### Classification:
 normal 

### Target Communities:
 Homosexual 

### Explanation:
 None",1,1,['None'],['Homosexual'],[],[]
1083,<user> <user> she just explaining it because she has been getting a lot of questions regarding the change i honestly do not blame her for making the change she is experiencing sexual harassment because of the onesie 💯 support her decision,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1084,merry christmas is like whitesupremacy and ready to gas <number> <number> jews jews shit on our traditions diamonds,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'gas <number> <number> jews'.",0,0,['Jewish'],['Jewish'],['ready to gas <number> <number> jews jews shit on our traditions'],['gas <number> <number> jews']
1085,oz katerji went to lesvos refugee camp with israaid to spy on refugees and shop the communists and gov supporters to the us for torture he made up insane propaganda claiming the israaid physician he worked with was a palestinian woman there were none with israaid and,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1086,oopsies bernie sanders said that illegal immigrants taking our jobs 👀 👀 👀,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,['Refugee'],['Refugee'],[],[]
1087,you have got to be a special kind of stupid to get into one of these rape victim transport systems piloted by goathumping sandniggers,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'goathumping sandniggers'.",0,0,['Islam'],['Arab'],['goathumping sandniggers'],['goathumping sandniggers']
1088,cindy crawford rande gerber go for a stroll in nyc cindy crawford and rande gerber enjoy the sunny weather during their afternoon stroll on sunday <date> in new york city the <number> year old model kept things casual in a white t shirt and black trousers while … by meiller,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1089,aw i was hoping it was the owner of salon not some chink you owns a salon <sad>,"### Classification:
 hate speech 

### Target Communities:
 Asian 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian through words 'chink'.",2,0,['Asian'],['Asian'],['chink'],['chink']
1090,i am not disagreeing with your version but do not you think that backing off of jewz mudslimes looks awfully suspicious in light of what going on today i do,"### Classification:
 hate speech 

### Target Communities:
 Islam, Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Jewish through words 'jewz mudslimes'.",2,0,"['Islam', 'Jewish']","['Islam', 'Jewish']",['jewz mudslimes'],['jewz mudslimes']
1091,if the democrat party is such a good things why are they trying to find new supporter by changing law that allow refugees and illegal immigrants to voter and they are still losing,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Refugee'],['none'],[],[]
1092,what an unhinged retard,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retard'.",2,2,['None'],['none'],['unhinged retard'],['retard']
1093,bts baby bts bitch bts bastard,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,[],['none'],"['bitch', 'bastard']",[]
1094,ovomit the gay muzzie did not want to defeat his cousins,"### Classification:
 hate speech 

### Target Communities:
 Islam, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Homosexual through words 'gay muzzie'.",0,0,"['Homosexual', 'Islam']","['Islam', 'Homosexual']",['gay muzzie'],['gay muzzie']
1095,defending muslims being in europe saying that islam isnt the greatest threat to the white race pick one kys for having the reading comprehension of a goat,"### Classification:
 offensive 

### Target Communities:
 Islam 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Islam through words 'islam isnt the greatest threat to the white race'.",2,2,['Islam'],['Islam'],['saying that islam isnt the greatest threat to the white race pick one kys for having the reading comprehension of a goat'],['islam isnt the greatest threat to the white race']
1096,<user> we are all so glad that we dont live in your state how ridiculous is it that you governor is going to fine you for saying illegal alien they are not here legally so they are illegal aliens,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1097,<user> i am telling u black ppl not all stay making fun of asians i see it all the time,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1098,<user> send her <number> a moslem refugee camp,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,[],['none'],['moslem refugee camp'],[]
